Date,Time,Soil Moisture (%),Temperature (°C),Humidity (%),Rainfall (mm),Irrigation Amount (liters),Crop Type,Irrigation Status
2025-01-02,003:00,87,31.20511086123792,98,13.988336992626172,26,Corn,0
2025-01-02,004:00,45,33.856393849435456,81,20.236333187910862,20,Wheat,0
2025-01-02,005:00,69,34.534417909759256,88,22.109793520634035,64,Tomato,0
2025-01-02,006:00,73,28.328132224226316,72,4.298739746878829,98,Corn,0
2025-01-02,007:00,50,30.225079815640033,66,22.938124328105445,81,Wheat,0
2025-01-02,008:00,60,20.32826603872539,95,27.706848671348737,44,paddy,0
2025-01-02,009:00,95,31.8988568197747,56,19.173077188292325,98,Tomato,0
2025-01-02,010:00,18,26.761296596313723,31,9.617511182359458,5,Tomato,1
2025-01-02,011:00,62,15.817362685564838,67,22.784104928291036,45,Corn,0
2025-01-02,012:00,99,16.15214665783389,90,16.269363980401916,35,paddy,0
2025-01-02,013:00,23,35.58063184169998,53,9.607505605940442,3,Wheat,1
2025-01-02,014:00,53,27.720246558974242,80,9.181049997981512,71,paddy,0
2025-01-02,015:00,80,15.786907868744471,43,9.005674455457424,95,Corn,0
2025-01-02,016:00,85,17.213550889445123,74,17.506975379568726,47,paddy,0
2025-01-02,017:00,88,26.919955686805444,25,6.099629646168082,42,Corn,0
2025-01-02,018:00,0,24.10835997661303,47,24.914495608868783,25,Wheat,1
2025-01-02,019:00,71,31.812365266373142,28,2.5474891202004546,79,paddy,0
2025-01-02,020:00,92,15.803721125242005,88,11.823666550661846,60,paddy,0
2025-01-02,021:00,52,23.934021618771215,62,23.616998882677468,81,Wheat,0
2025-01-02,022:00,96,28.54148163428775,44,25.884794387268755,56,paddy,0
2025-01-02,023:00,10,21.355464695394968,51,9.094480973759937,64,paddy,1
2025-01-03,000:00,71,21.192072039012782,69,25.241376391957214,28,paddy,0
2025-01-03,001:00,0,26.504961038102245,36,18.799844952982756,16,Wheat,1
2025-01-03,002:00,97,23.55944028116563,87,21.037158290916825,5,Tomato,0
2025-01-03,003:00,37,31.359944555208397,87,16.702352760199286,10,paddy,0
2025-01-03,004:00,12,19.320906404004994,66,3.5833650682537255,53,Tomato,1
2025-01-03,005:00,79,18.183670956723006,99,22.032841065056996,44,Wheat,0
2025-01-03,006:00,82,30.649558712296407,91,3.3954688747188264,25,Corn,0
2025-01-03,007:00,96,19.505698834727937,92,9.749368929153439,10,Wheat,0
2025-01-03,008:00,90,33.23876649885317,89,10.726517600648716,30,Corn,0
2025-01-03,009:00,18,32.643716337034576,57,24.967497936970776,68,Wheat,1
2025-01-03,010:00,14,15.959910414139774,68,11.417516002965002,62,Tomato,1
2025-01-03,011:00,28,19.031955975127847,95,28.29059847269438,40,paddy,1
2025-01-03,012:00,19,34.21615630513874,43,29.043036543293,74,Wheat,1
2025-01-03,013:00,24,20.524465136836398,76,17.307425640451903,94,paddy,1
2025-01-03,014:00,91,29.63824660841698,74,7.666671844730537,94,Tomato,0
2025-01-03,015:00,27,32.30622050913068,45,5.863002584573339,1,paddy,1
2025-01-03,016:00,12,21.550425941238867,42,14.130166554439207,34,Wheat,1
2025-01-03,017:00,15,28.291099726201242,52,14.232470065756734,43,paddy,1
2025-01-03,018:00,42,21.086656425368766,85,9.835987840379612,89,Wheat,0
2025-01-03,019:00,7,15.25957882546679,30,8.625197404317545,61,Tomato,1
2025-01-03,020:00,86,33.330136127978506,61,26.079002389724785,41,Wheat,0
2025-01-03,021:00,99,28.654142516785562,77,21.89313689274679,43,Wheat,0
2025-01-03,022:00,31,33.63244920356729,41,16.254417313743808,42,Tomato,0
2025-01-03,023:00,32,16.158658328372024,28,26.651845775254237,96,Corn,0
2025-01-04,000:00,56,22.751198033111503,25,2.9680139493671973,25,Wheat,0
2025-01-04,001:00,50,16.69821837001669,83,15.721285570741951,48,Corn,0
2025-01-04,002:00,61,30.69673803666855,56,14.222913342866034,97,Wheat,0
2025-01-04,003:00,41,18.25882421333464,59,26.4157637710753,78,Wheat,0
2025-01-04,004:00,4,32.37847076735231,64,12.820187691305069,54,Tomato,1
2025-01-04,005:00,67,30.480781353794505,51,25.28095775108008,33,paddy,0
2025-01-04,006:00,40,26.940492448177068,71,18.113271364878468,71,Corn,0
2025-01-04,007:00,60,29.079259082930427,32,24.961600459851642,25,Tomato,0
2025-01-04,008:00,70,16.68697762659199,45,12.16176092987756,97,Corn,0
2025-01-04,009:00,27,16.471430091415776,92,3.6232767456404344,61,Tomato,1
2025-01-04,010:00,81,23.576769436202866,32,11.610883742459233,37,Wheat,0
2025-01-04,011:00,98,23.88317578092053,65,17.76863929623397,77,paddy,0
2025-01-04,012:00,8,26.35780855442035,51,10.855181526774349,83,Corn,1
2025-01-04,013:00,59,18.551010039547833,83,6.887718929564465,8,paddy,0
2025-01-04,014:00,19,18.466521275317366,59,5.919863491130669,82,Tomato,1
2025-01-04,015:00,93,16.110665206851984,53,22.736588100699194,76,Tomato,0
2025-01-04,016:00,65,19.867751065241087,92,20.72893505073474,50,Wheat,0
2025-01-04,017:00,58,16.469132582648925,76,2.504233994714522,94,Corn,0
2025-01-04,018:00,99,20.725731890429223,28,16.32653974485271,67,Wheat,0
2025-01-04,019:00,78,19.655338089804513,59,7.067949976605345,6,Tomato,0
2025-01-04,020:00,75,35.26791206713166,50,20.438280747975686,83,Tomato,0
2025-01-04,021:00,49,16.67632828253305,28,14.451816775480747,91,paddy,0
2025-01-04,022:00,98,24.182655337484963,75,15.531519012114584,88,Corn,0
2025-01-04,023:00,64,22.070017574032228,68,18.76605988183178,67,Tomato,0
2025-01-05,000:00,42,35.9659054161625,94,6.717970619428497,95,paddy,0
2025-01-05,001:00,13,22.77921305977431,80,29.91216978152119,21,Wheat,1
2025-01-05,002:00,85,25.746371837068427,54,18.856704282658416,27,Corn,0
2025-01-05,003:00,48,20.650570933300223,53,14.92261116057835,72,Corn,0
